exercicio,periodo,periodicidade,instituicao,cod_ibge,uf,co_poder,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-6>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,45793196.88
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-5>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,61742155.08
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-4>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,36255098.18
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-3>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,42627270.34
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-2>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,45326078.73
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-1>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,23663057.66
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR>,DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,12704784.32
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalNaoComputadaExerciciosAnterioresAoPeriodoDaApuracao,Despesas de Exercícios Anteriores de Período Anterior ao da Apuração,527187546.22
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-11>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,937987381.89
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-10>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1003539779.21
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-9>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1004372940.1
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-8>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,959380379.66
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-7>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,996821278.93
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-6>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1070322583.78
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-5>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1024054257.97
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-4>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1141867785.01
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-3>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1093193338.48
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-2>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1067066562.8
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-1>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1024737601.88
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR>,DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,1610576590.68
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,12933920480.39
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),DespesaComPessoalNaoComputadaInativosEPensionistasComRecursosVinculados,Inativos e Pensionistas com Recursos Vinculados,29857604.82
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-11>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",1856148.15
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-10>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",2002099.02
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-9>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",2258518.97
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-8>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",4024925.77
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-7>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",4255519.06
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-6>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",3310248.09
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-5>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",4228396.5
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-4>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",2174669.9
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-3>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",3317300.62
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-2>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",1516999.31
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-1>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",3475689.33
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",15617716.27
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",48038230.99
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-11>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,59909689.54
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-10>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,107380462.92
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-9>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,93967100.84
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-8>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,125627386.21
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-7>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,105135656.11
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-6>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,92787363.07
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-5>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,73146747.86
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-4>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,97017910.17
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-3>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,142993495.62
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-2>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,122769504.02
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-1>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,94408076.36
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR>,DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,284965411.39
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesasNaoComputadasOutrasDeducoesConstitucionaisOuLegais,Outras Deduções Constitucionais ou Legais,1400108804.11
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-11>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),7545412803.98
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-10>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8022134441.07
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-9>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),7865598534.86
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-8>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),7961421434.87
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-7>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8755445840.57
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-6>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8835044402.4
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-5>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8492832598.72
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-4>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8861898615.6
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-3>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8940808855.87
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-2>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),8724164013.19
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR-1>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),9018771373.25
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,<MR>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),16703584653.29
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),109727117567.67
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),2229.5
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),266221395322.55
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais,"(-) Transferências Obrigatórias da União Relativas às Emendas Individuais (art. 166-A, §1º, da CF)",200161245.18
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada,"(-) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF)",259871497.0
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,ReceitaCorrenteLiquidaAjustada,= RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (V),265761362580.37
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VI) = (IIIa + IIIb),109727119797.17
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VI) = (IIIa + IIIb),41.29
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,LimiteMaximoDespesaComPessoalTotal,"LIMITE MÁXIMO (VII) (incisos I, II e III, art. 20 da LRF)",130223067664.38
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimiteMaximoDespesaComPessoalTotal,"LIMITE MÁXIMO (VII) (incisos I, II e III, art. 20 da LRF)",49.0
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,LimitePrudencialDespesaComPessoalTotal,"LIMITE PRUDENCIAL (VIII) = (0,95 x VII) (parágrafo único do art. 22 da LRF)",123711914281.16
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimitePrudencialDespesaComPessoalTotal,"LIMITE PRUDENCIAL (VIII) = (0,95 x VII) (parágrafo único do art. 22 da LRF)",46.55
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,Valor,LimiteDeAlertaDespesaComPessoalTotal,"LIMITE DE ALERTA (IX) = (0,90 x VII) (inciso II do §1º do art. 59 da LRF)",117200760897.94
2025,3,Q,Governo do Estado de São Paulo,35,SP,E,46024937,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimiteDeAlertaDespesaComPessoalTotal,"LIMITE DE ALERTA (IX) = (0,90 x VII) (inciso II do §1º do art. 59 da LRF)",44.1
